RA,DEC,F336W-F475W_RAW,F475W-F814W_RAW,F475W_RAW,F336W-F475W,F475W-F814W,F475W,A(F475W),Z
10.7547668953,41.2852639838,-1.142,0.827,23.17,-2.62405809336,-1.31757041041,-4.55299968828,3.32299976458,nan
10.7278404466,41.2929487794,-1.588,0.222,23.353,-2.62358389076,-1.31692178215,-3.36893352849,2.32193416936,nan
10.7632572909,41.2667581892,-0.292,0.493,22.887,-0.795883848615,-0.196168712419,-2.64278569424,1.12978482449,nan
10.7644682312,41.2756464288,-0.740999,0.348,22.723,-1.21415935733,-0.299147697806,-2.7378975921,1.06089716485,nan
10.7608210404,41.2661381415,-1.506,0.562,22.948,-2.62356819559,-1.31690031853,-3.95775716863,2.50575712285,nan
10.8017907158,41.281931707,-1.124,-0.0159988,22.701,-1.36631439158,-0.347414633569,-2.24230436545,0.543304579077,nan
10.7789089192,41.265258244,-1.422,0.807999,23.814,-2.62412704885,-1.31766475262,-3.28135524369,2.69535441972,nan
10.7908450707,41.2936308991,-0.35,0.222,22.683,-0.628884284397,-0.159433018705,-2.3422996662,0.625300230779,nan
10.7758728633,41.2875326499,-1.55,0.109001,22.85,-2.35350983312,-0.989968123096,-3.35158860667,1.80158898814,nan
10.8041986225,41.278701246,-0.616999,0.696999,23.564,-1.38552843861,-0.354129559276,-2.55916173458,1.7231609106,nan
10.7778526871,41.2880818369,-1.063,0.448999,22.838,-1.78129725819,-0.533425471864,-3.172533241,1.61053258487,nan
10.7626971177,41.2698658909,-0.278,0.926001,23.239,-1.16318422101,-0.284677542304,-3.14571793759,1.98471825803,nan
10.7401428656,41.2710711619,-1.12,0.506001,23.11,-1.96557869368,-0.650507309027,-3.18591386149,1.89591447184,nan
10.7840162276,41.2718872897,-0.267,0.762001,23.308,-1.00193230601,-0.24317516344,-2.73982927319,1.64782983777,nan
10.7579600056,41.298799585,-1.622,0.233,23.049,-2.62375054073,-1.3171496996,-3.59707824081,2.24607802719,nan
10.7926358056,41.2918959208,-1.468,-0.0650005,22.944,-1.83244044278,-0.563449903525,-2.27312986974,0.817130113881,nan
10.8033103078,41.2784601556,-0.0500011,0.114,23.603,-0.159261925849,-0.0354370712211,-1.04197868971,0.244979330583,0.0289507982347
10.7913868861,41.2860875618,-1.666,0.302,23.171,-2.62372925061,-1.31712058045,-3.37637465328,2.14737418026,nan
10.8070406305,41.2714655119,-0.621,0.5,23.704,-1.20291315815,-0.29588979736,-2.0007368997,1.30473737272,0.0106178908024
10.8066694987,41.2694269519,-0.546999,0.1,23.692,-0.75736339791,-0.187717771786,-1.17966966827,0.471669103697,0.0225415118634
10.7452748712,41.2773875233,-1.294,0.947001,23.391,-2.62174809127,-1.31441330898,-3.98601150717,2.97701225485,nan
10.7676761555,41.2914481363,-1.259,-0.0390015,23.14,-1.53023746779,-0.409978021194,-1.86815889945,0.608158289098,nan
10.7536976198,41.2918662851,-0.758999,0.0639992,22.949,-0.979702026755,-0.237859400438,-1.94585072044,0.494850125349,0.0169650858687
10.7681496824,41.2744343836,-1.713,-0.0220013,23.21,-2.62305110877,-1.3161933547,-3.23047572472,2.04047480919,nan
10.8013207877,41.2862691446,-0.733,0.373999,23.109,-1.22817810861,-0.303263168018,-2.40126600995,1.11026526227,nan
10.757094104,41.2678932869,-0.92,0.796999,23.463,-1.99234176864,-0.669656700214,-3.34135422642,2.40435357029,nan
10.7720462756,41.2823654624,-1.577,-0.504,23.211,-1.49875555266,-0.396984221053,-1.01356432958,-0.175435227918,0.00137278333744
10.7996658656,41.2906480931,-1.533,-0.0580006,23.279,-1.96687994619,-0.651425124152,-2.09382781823,0.972827146847,nan
10.8001460441,41.2832871353,-0.433001,0.937,23.417,-1.3740642783,-0.35010480465,-3.09300850984,2.11000832673,nan
10.8000754762,41.2832936594,-0.973,-0.0980015,23.161,-1.09640345437,-0.266782573799,-1.51569101944,0.276690317536,0.0136976515182
10.8041412771,41.2760217119,-0.678999,0.0310001,23.921,-0.854592900751,-0.209161996529,-0.872708889183,0.393708416161,0.0200954700685
10.745296401,41.275886517,-1.633,-2.045,23.363,-0.165117435984,-0.0373561887749,2.25422035749,-3.29121948774,nan
10.7717576444,41.2808129461,-0.942999,0.949999,23.699,-2.39120783504,-1.03073535708,-3.94810586176,3.24710526667,nan
10.774837763,41.2779221564,-0.835999,1.104,23.88,-2.42185548942,-1.06499708805,-4.07573392054,3.55573308131,nan
10.7607836815,41.2833401734,-0.355,-0.305,23.236,-0.157480222739,-0.0348505632626,-0.721131509599,-0.442868429366,0.0289656516467
10.7752003242,41.2766801933,-0.937,0.77,23.704,-1.98652123536,-0.665443008662,-3.04918553751,2.35318601053,nan
10.7688591247,41.3000291648,-1.583,0.00600052,23.495,-2.20230786046,-0.8410346453,-2.29358139699,1.38858223623,nan
10.7359724331,41.2791613167,-0.129002,1.25,23.655,-1.27506758088,-0.317489322206,-3.31465393992,2.56965462657,nan
10.8004663685,41.283923881,-0.570002,0.727001,23.568,-1.3519623933,-0.342496752829,-2.58527452296,1.75327531642,nan
10.7584804083,41.2876090338,-0.566999,1.204,23.899,-1.88167863305,-0.594103362295,-3.44871103759,2.94771120544,nan
10.7585004915,41.2694384656,-1.065,-0.0429993,23.493,-1.26295503119,-0.313744207596,-1.35084413345,0.443844163964,0.00942401138377
10.7529584283,41.281897172,-1.118,-0.24,23.476,-1.14752282403,-0.280378479728,-0.990194772126,0.0661946042791,0.0118916331526
10.7407345478,41.2710832457,-0.347,-0.0679989,23.495,-0.368106307411,-0.0968660902743,-0.952322446284,0.0473232855178,0.0268657808668
10.7513536743,41.2815218881,-0.012001,-1.027,23.457,1.14223757292,0.95058866904,1.64497967976,-2.58797894734,nan
10.7768015188,41.2974667823,-0.136,0.313,23.827,-0.451143807688,-0.118026996979,-1.27960151983,0.706601184132,0.0262519693685
10.7498336759,41.2714806341,-1.94,-0.118,23.761,-2.62341331335,-1.31668852848,-2.17131596906,1.53231564863,nan
10.7398250839,41.2740065028,-0.174,0.355,23.633,-0.534414291659,-0.137944063643,-1.57510485177,0.808104271933,0.0254868757009
10.7564968529,41.2883548269,-1.031,0.540001,23.649,-1.84206682048,-0.569305534517,-2.56953499616,1.81853516401,nan
10.7941331486,41.2931665304,-0.116001,0.0,23.658,-0.136321590609,-0.0277925593938,-0.787560626732,0.0455615727768,0.0291236086503
10.7609144113,41.2729700968,-0.820999,0.562,23.907,-1.53229115036,-0.410843050367,-2.08782553498,1.59482512299,nan
10.75822984,41.2694957506,-0.212,0.681999,23.861,-0.865323797036,-0.21156039289,-2.00385174131,1.46485180235,0.0199217784686
10.7436681579,41.2786674111,-1.535,0.351,23.898,-2.62282238792,-1.31588075041,-2.941063275,2.43906399216,nan
10.7490001487,41.2726783768,-0.16,-0.882,23.683,1.14061542696,0.948368836922,2.19917830981,-2.91617774524,nan
10.7869532788,41.2953069564,-0.6,0.257,23.903,-0.958090772975,-0.23276491576,-1.29989337657,0.802893254495,0.0176028487759
10.7665561606,41.2744494999,-0.917999,0.299,23.887,-1.39905761925,-0.358949977117,-1.59160703941,1.07860616966,0.00463861096829
10.7648410033,41.2964972109,-1.535,-0.464001,23.897,-1.48071937705,-0.3897605967,-0.381295550371,-0.121705090498,0.00297190680519
10.7433687534,41.2765618583,-0.0679989,0.358999,23.852,-0.409072235007,-0.107491202453,-1.31273916761,0.764738450446,0.0265410640381
10.7516400151,41.2783051056,-0.67,-0.115,23.936,-0.716648365371,-0.178801242726,-0.568591752432,0.104592576406,0.0233146686534
10.7515165644,41.2885618644,-0.448999,-0.279001,23.942,-0.302824976904,-0.0790765698591,-0.130255210308,-0.327745354267,0.0274996675128
10.7567147099,41.2717181209,-0.405001,-76.096,23.903,1.07328763154,0.859033772071,2.81754767655,-3.31454779862,nan
10.7602579606,41.2807187963,-0.157,-0.257,23.947,0.0675521921281,0.0501224203962,0.05047983121,-0.50347932767,nan
10.7000607351,41.2872754945,-0.0459995,0.962,18.341,-0.911710815937,-0.222044694851,-8.00005709843,1.9410567017,nan
10.7073336619,41.2819061109,-0.366001,2.753,23.52,-2.62375829617,-1.31716030708,-5.94223534272,5.06223580048,nan
10.7376272991,41.2807266305,-1.168,1.407,21.523,-2.62370086514,-1.31708175765,-6.14089993355,3.26390065071,nan
10.7400470554,41.3025729213,-1.429,2.401,23.932,-2.62409722055,-1.31762394199,-3.14759333472,2.67959254127,nan
10.700571755,41.2862985449,-1.134,3.221,23.916,-2.62496079432,-1.31880591007,-3.82695931119,3.3429596774,nan
10.7390961547,41.309223788,-0.565001,0.981001,20.811,-1.60663720495,-0.443659120462,-5.92450740673,2.33550823071,nan
10.7401072151,41.2841967263,-0.197001,2.402,22.936,-2.62547421463,-1.31950905701,-6.90900749686,5.44500832083,nan
10.7035661078,41.2894980906,-0.743999,1.125,21.237,-2.14343597095,-0.789027485982,-6.3007504653,3.13774997702,nan
10.7625052164,41.2905326018,-1.177,0.0820007,20.627,-1.53960769187,-0.413942460669,-4.5860208193,0.813021628018,nan
10.7132551709,41.3044657424,-1.339,3.194,23.602,-2.62228637903,-1.31514841016,-3.67532713975,2.87732642259,nan
10.7339433932,41.3092923509,-0.553999,2.705,23.807,-2.62331486467,-1.3165539224,-5.23272258164,4.63972178819,nan
