RA,DEC,F336W-F475W_RAW,F475W-F814W_RAW,F475W_RAW,F336W-F475W,F475W-F814W,F475W,A(F475W),Z
10.8195307263,41.2641800453,-0.133999,0.479,23.008,-0.595272957275,-0.151890475082,-2.42624741038,1.03424683055,nan
10.821063415,41.2642887634,-0.49,0.764,23.255,-1.28240464057,-0.3197825058,-2.92169337163,1.7766925324,nan
10.7934488322,41.2648172338,-0.357,0.226,22.907,-0.640738236907,-0.162072164333,-2.12918401278,0.636183600797,0.0238719038124
10.8421384364,41.2679667195,-0.521,0.700001,23.083,-1.26197770351,-0.313444203403,-2.97838500762,1.66138519072,nan
10.8059966338,41.2859116118,-0.327999,0.338999,23.011,-0.70466652535,-0.176174120958,-2.23354608357,0.844545763138,nan
10.8417161398,41.271281855,-1.479,0.292999,23.066,-2.62372942857,-1.31712082386,-3.90065772158,2.56665770633,nan
10.7972085056,41.2806829017,-0.488001,0.0779991,22.83,-0.66793077481,-0.168093356055,-1.9734303567,0.403430280402,0.0233007105933
10.8019348883,41.2576694989,-0.606001,0.336,23.208,-1.03543877475,-0.251347323037,-2.15486500631,0.962865189414,nan
10.7848712257,41.2603302945,-0.313,0.128,22.962,-0.501844663122,-0.130285417833,-1.86141924982,0.423419143004,0.0258427698523
10.8006645401,41.2804130939,-0.281,1.084,23.618,-1.31498709328,-0.330197772328,-3.10035637295,2.31835640347,nan
10.8172061496,41.2790193142,-0.544001,0.574001,23.468,-1.17402615945,-0.287692803527,-2.34461289257,1.41261330456,nan
10.8269083835,41.2692510048,-1.597,-0.134001,23.057,-1.98449501213,-0.663982578504,-2.21182341691,0.868822623452,nan
10.8416095086,41.2732773146,-0.226,0.42,23.081,-0.653679481694,-0.164942942136,-2.27792360664,0.958922981032,nan
10.7788720272,41.2583197339,-0.0690002,0.886,23.485,-0.87268547051,-0.213211056052,-2.71698420214,1.80198481249,nan
10.7857576724,41.2712187605,-0.472,0.251999,23.039,-0.800403779276,-0.197163051313,-2.09733151247,0.736331069967,0.0215177193319
10.792843689,41.2759429756,-0.515999,0.158998,23.074,-0.77181491388,-0.190884481167,-1.89957923533,0.573578640241,0.0213632322493
10.826292553,41.2729517112,-1.559,-0.052,23.104,-2.03229008185,-0.69932502474,-2.35718839855,1.0611884901,nan
10.824088172,41.2715423733,-0.757,0.164001,23.068,-1.06632771505,-0.259070115411,-2.02555917417,0.69355996763,0.0146752427944
10.8175104731,41.2523117031,-0.774,0.190001,23.079,-1.1107112481,-0.270523589158,-2.07595710602,0.754957579042,0.0132723366474
10.8063043365,41.2615872497,-0.869999,-0.0760002,22.997,-0.990163653674,-0.240351066294,-1.67242788673,0.269427627329,0.0165814002262
10.8261893233,41.2662640181,-0.931,0.528,23.285,-1.66005294004,-0.469135643039,-2.74964854762,1.63464839503,nan
10.8047962446,41.2500612639,-0.546001,-0.0100002,22.926,-0.660369721476,-0.166423222517,-1.73043054201,0.256431137106,0.0233251300268
10.8235678449,41.2831351521,-0.784,-0.0849991,23.013,-0.87873684879,-0.214571361956,-1.59941308136,0.212413569644,0.0192644705063
10.8149374809,41.2688192807,-0.304998,0.560999,23.661,-0.870741021087,-0.212774626398,-2.00748191998,1.26848121807,0.0197575003974
10.8223287968,41.2823290426,-0.0580006,0.896999,23.764,-0.869147802411,-0.212417266608,-2.45471584094,1.8187157799,nan
10.8016074272,41.2625310954,-0.0750008,0.597,23.349,-0.62790531035,-0.159214617661,-2.29069536386,1.23969629464,nan
10.8231352213,41.2706345373,-0.338999,0.286999,23.182,-0.672470458622,-0.169094782791,-1.96569510751,0.74769431405,0.0232139275486
10.8123189065,41.2677704831,-0.161999,0.921999,23.723,-1.0164910726,-0.24670128586,-2.59290249859,1.91590207135,nan
10.8167980665,41.2799031621,-0.394001,0.864,23.606,-1.25284924699,-0.310657586163,-2.71966779907,1.92566869934,nan
10.7853992282,41.2611855485,-0.687,0.489,23.257,-1.27713403018,-0.318133291377,-2.46616988595,1.32316985543,nan
10.785491486,41.2608342599,-0.407,0.875,23.713,-1.28001408508,-0.319033280747,-2.64443226391,1.95743160778,nan
10.7808569449,41.2613777403,-0.073,0.337,23.232,-0.395433052674,-0.103996048638,-1.89094381598,0.722944166929,0.0266340628354
10.7941184776,41.2843795608,-0.282999,0.858,23.567,-1.10749897734,-0.269679486637,-2.68165513551,1.84865457094,nan
10.7961618258,41.2523781888,-0.526001,-0.0450001,23.075,-0.60590580512,-0.154286949433,-1.50415804548,0.179158808424,0.024444376783
10.8014809449,41.2668899257,-0.91,0.181,23.194,-1.27429261546,-0.317248200435,-2.02279968421,0.816799928352,nan
10.7927252692,41.2556067906,-0.467999,0.243999,23.123,-0.788666615951,-0.194582464765,-1.99598760538,0.718986796665,0.021099823389
10.7995206904,41.2593251191,-0.636,0.233,23.213,-0.980385939482,-0.238021764618,-1.95916715818,0.772166502055,0.0169615424247
10.8219967054,41.2523363343,-0.702,0.123999,23.157,-0.963830935502,-0.234111392626,-1.83006604247,0.587065630482,0.0174133011664
10.8132439545,41.2747400535,-0.365999,0.513,23.535,-0.90176993313,-0.219780081025,-2.0662797744,1.20127962181,0.0188747909151
10.8207176163,41.2635602671,-0.129,0.870001,23.787,-0.93061766882,-0.226382467559,-2.41034902714,1.79734968327,nan
10.7991993785,41.2615955451,-0.244001,0.664001,23.381,-0.887874062988,-0.216631565218,-2.46266018622,1.44366070502,nan
10.807056678,41.2803064493,-0.983999,-0.346001,23.094,-0.889715629472,-0.217047734309,-1.09460187982,-0.211398257505,0.0192107335283
10.8237812485,41.2730865694,-0.459002,0.192001,23.231,-0.732680571956,-0.182313026732,-1.78262921367,0.613630113943,0.0220251414189
10.8301986286,41.2708580037,-0.209,0.712999,23.685,-0.888859836297,-0.216854296329,-2.2393507639,1.52435022984,nan
10.8118640845,41.2512692584,-0.144001,0.511,23.43,-0.635218144161,-0.160844386846,-2.07138341025,1.10138371543,0.023945879538
10.8449964334,41.2661014316,-0.705,0.052,23.87,-0.904098444183,-0.220309589854,-0.976408399505,0.446409238738,0.0187475393291
10.8164517955,41.2776638498,-0.789,0.513,23.691,-1.43660905562,-0.37274344413,-2.16103924872,1.45203923346,nan
10.7767911702,41.2590576905,-0.121,0.74,23.381,-0.807317786601,-0.198685594301,-2.5578279491,1.5388284679,nan
10.8273981873,41.272120185,-0.756001,0.451,23.356,-1.33102480315,-0.33546797798,-2.33329121711,1.28929211738,nan
10.8186357675,41.2777088662,-0.0540009,0.77,23.743,-0.753637566331,-0.186901771433,-2.22569214849,1.56869217901,nan
10.8412993313,41.2665317916,-0.00200081,1.233,23.778,-1.09907014427,-0.267476195417,-3.08179683855,2.45979671648,nan
10.795648352,41.2576024569,-0.705,0.0400009,23.229,-0.893579638413,-0.217922012659,-1.59382438088,0.422824472437,0.0189683748372
10.8024199512,41.2563632561,-0.934999,-0.0300007,23.269,-1.11089196966,-0.270571151373,-1.5253787113,0.394377811028,0.0133552407644
10.7905520078,41.2597526965,-0.152,0.197001,23.308,-0.366561759292,-0.096457820558,-1.57307865526,0.481079219833,0.0268605519754
10.8188903666,41.269927356,-0.434,0.472,23.476,-0.947475505554,-0.23028698349,-2.07529050483,1.15129033698,0.0177139962272
10.8187852397,41.2621122107,-0.462,0.575001,23.551,-1.07308267045,-0.260785098338,-2.2191401611,1.37014075619,nan
10.8220421959,41.2751816158,-0.594,0.206001,23.266,-0.90601497247,-0.220745841529,-1.8335847003,0.69958544798,0.0186612654847
10.8363153596,41.2760922234,-0.385,0.856001,23.795,-1.23381618566,-0.304935722235,-2.5081747147,1.90317479099,nan
10.8137495635,41.2866669398,-0.654999,0.346998,23.394,-1.10549754108,-0.269154800278,-2.0160878101,1.01008690984,0.0132173119951
10.8027154824,41.258796942,-0.541,0.434,23.777,-1.04356182251,-0.253359824068,-1.74981898149,1.12681940873,0.0152810636346
10.7960922606,41.2623861178,-0.136,0.248999,23.38,-0.393778902448,-0.103569353455,-1.5979811596,0.577980320365,0.0266484707664
10.8275433684,41.2662443783,-0.261,0.268999,23.341,-0.563436666386,-0.14464790018,-1.73711023265,0.67810983592,0.0250457985767
10.7990424977,41.2590605382,-0.361,0.354,23.409,-0.757020895955,-0.187642754414,-1.87893869502,0.887939091749,0.0216245196492
10.8218668069,41.2749362627,-0.494999,0.412998,23.46,-0.969025392146,-0.235333954706,-2.00284051253,1.062839597,0.0172074994969
10.8009781957,41.2625740271,-0.366999,0.18,23.31,-0.612493948177,-0.155766775927,-1.64043837193,0.550437837873,0.0241598080443
10.8235409726,41.280278894,-0.455999,0.525999,23.563,-1.02192695112,-0.248027437072,-2.1058961866,1.26889591194,0.0160481452182
10.8137603334,41.2678126474,-0.352001,0.304001,23.454,-0.702776790941,-0.175759496316,-1.73249190535,0.786492378375,0.0225493421487
10.8212631208,41.2840421399,-0.573,0.559,23.622,-1.19675876267,-0.294123018714,-2.17656261017,1.39856235078,nan
10.8424988738,41.2669121207,-0.234001,0.714001,23.78,-0.919729912539,-0.223879430947,-2.15750772786,1.53750841451,nan
10.8026814347,41.2571210242,-0.329,1.013,23.754,-1.30985943119,-0.328533064371,-2.84523562213,2.19923533222,nan
10.804334393,41.2524114117,-1.614,-0.258999,23.447,-1.8399223502,-0.567995368956,-1.4595511327,0.50655163624,nan
10.7829687301,41.2630875689,-0.101,-0.424999,23.326,0.354501053372,0.197995247627,-0.0526973524636,-1.02130243391,nan
10.8202471095,41.2634166508,-0.512001,0.546,23.725,-1.10859266815,-0.269966604502,-2.0126490144,1.33764939587,0.0131265218385
10.8219829442,41.2772492305,-0.230999,0.778999,23.674,-0.973377424507,-0.236361306517,-2.39052584498,1.66452563136,nan
10.8083756036,41.2849485535,-0.967001,0.746,23.815,-2.01333387646,-0.68508284516,-2.9310373923,2.34603792636,nan
10.8219976599,41.2737094697,-0.545,0.233999,23.581,-0.871837629659,-0.213020719772,-1.55182025199,0.73281962638,0.0194356881173
10.8048280186,41.2528797734,-1.528,-0.203999,23.79,-1.76017501716,-0.521544914213,-1.13056686896,0.52056778449,nan
10.7989377226,41.2637824523,-0.0859985,0.431,23.505,-0.495229247659,-0.128710411465,-1.81255849059,0.917557651352,0.0258972277324
10.8151064661,41.2704661847,-0.426001,0.83,23.787,-1.26204120078,-0.313463684963,-2.48752984989,1.87453050601,nan
10.7922567009,41.259959254,-0.0100002,0.965,23.921,-0.871203184752,-0.212878329657,-2.40994880457,1.93094833155,nan
10.7914644968,41.2588179419,-1.154,0.542,23.762,-2.10150314333,-0.753913472297,-2.76244888482,2.12444801507,nan
10.8176814907,41.278273238,-0.610998,0.445999,23.717,-1.1407410153,-0.278537055356,-1.87076520976,1.18776426371,0.0120861375325
10.8194616672,41.2816288194,-0.288,0.487,23.97,-0.785891455592,-0.193972960829,-1.5463490023,1.11634831565,0.0219257348424
10.8332436162,41.2710443519,-0.0330009,0.617001,23.892,-0.595154124599,-0.151863632987,-1.76843293741,1.26043313577,0.0245375012983
10.8111821913,41.2816911764,-1.398,0.808001,23.886,-2.62516771416,-1.31908925523,-3.26550010595,2.75149978552,nan
10.7980526811,41.283686703,-0.716999,-0.073,23.369,-0.809196545301,-0.199099662119,-1.23772135141,0.206720832615,0.0212198784634
10.8040262744,41.2640469608,-0.431999,0.158001,23.427,-0.67090146499,-0.168748779634,-1.50865524222,0.535655287999,0.0237422461345
10.7986759872,41.2806345289,-0.441,0.890999,23.872,-1.33988855576,-0.33842274783,-2.54344548589,2.01544522649,nan
10.8216852171,41.2760153038,-0.577,-0.24,23.477,-0.495715546175,-0.128826425691,-0.740749331218,-0.182251385946,0.0259783554995
10.7980595397,41.2761311825,-1.481,-0.601999,23.472,-1.27236887293,-0.316650545897,-0.460215063274,-0.467784814656,0.00856465137348
10.8187137615,41.2837312684,-0.194,0.574001,23.856,-0.7497026523,-0.186040098007,-1.78996862475,1.24596952502,0.0217167992956
10.7989319789,41.2528652945,-0.692999,-0.0529995,23.539,-0.798020270837,-0.196638610102,-1.09647439929,0.23547395679,0.0213210117273
10.8138513987,41.2732920121,-0.65,0.966,23.934,-1.72274932606,-0.50121412228,-2.87126838729,2.40526840254,nan
10.7925559618,41.2540184642,-0.602999,-0.241001,23.4,-0.526256721886,-0.136040081848,-0.82793309081,-0.17206729066,0.0256327830506
10.8205035537,41.2709643118,-0.605001,-0.073,23.488,-0.675797052084,-0.169828020422,-1.070733665,0.158734534752,0.0237037992732
10.8102528604,41.2784604279,-0.342001,0.570002,23.825,-0.922992434421,-0.224627991104,-1.87767070145,1.30267146439,0.0182398615632
10.8179302111,41.2712333067,-0.584,0.251001,23.947,-0.933528731498,-0.22705413435,-1.23669702495,0.783697528495,0.0182149914763
10.8129621255,41.2720037699,-0.767,0.237,23.545,-1.14472293391,-0.279616785773,-1.70191188681,0.846911963101,0.0122216547831
10.8095736288,41.2713665535,-0.281,0.490002,23.627,-0.780167925331,-0.192716596604,-1.89220947828,1.119210287,0.0212067733831
10.8232100507,41.2615711781,-0.417,0.745001,23.944,-1.17154450972,-0.286999749607,-2.14780399986,1.691804244,nan
10.8121064959,41.2672602626,-0.574999,0.348,23.748,-1.00837182712,-0.244730276203,-1.62368908569,0.971688276978,0.016179543726
10.8235622286,41.281984581,-0.398001,0.124001,23.576,-0.600595861053,-0.153091463628,-1.27824898792,0.454249201548,0.0245317391332
10.8168503104,41.2780298694,-0.785999,0.199999,23.901,-1.13468469006,-0.276902689474,-1.28080674237,0.781805811582,0.0123804198159
10.8098675393,41.2866572554,-0.323,0.281,23.626,-0.648155033001,-0.163718692389,-1.50304781115,0.729047261833,0.0239740740682
10.8053763578,41.282674162,-0.393,0.195,23.618,-0.65665190348,-0.165600922224,-1.37314852202,0.591148552538,0.0238943280426
10.8132659927,41.2735062349,-0.894999,0.191,23.651,-1.26435582593,-0.314174764282,-1.57715625705,0.828155326268,0.00864246677815
10.8135336083,41.2778863695,-0.249001,0.437,23.836,-0.695917387614,-0.174253697005,-1.56605524875,1.00205569125,0.0233228623251
10.8086069711,41.2837304664,-1.573,0.410999,23.969,-2.62286073336,-1.3159331546,-2.7849480726,2.35394793527,nan
10.8214805127,41.2737793461,-0.57,0.449999,23.734,-1.09352698016,-0.26603622076,-1.8398287417,1.17382799402,0.0138175698279
10.8168379123,41.2543765209,-0.296,0.629,23.824,-0.919549830129,-0.223838148487,-1.97409544521,1.39809485012,0.0184503967136
10.8116065126,41.2509986395,-0.214001,0.189001,23.582,-0.435682842157,-0.114196462712,-1.3150444251,0.497045157518,0.0263464860168
10.7902095905,41.2705228335,-0.172001,-0.158998,23.856,-0.0550014506669,0.0010231584881,-0.281668529456,-0.262330570275,0.0299461554102
10.8311412055,41.2763051079,-0.691,0.139,23.648,-0.963792879099,-0.234102450179,-1.36364254373,0.611643260891,0.01744135593
10.8212535407,41.268831274,-0.727999,0.0259991,23.668,-0.908883630367,-0.221399556518,-1.13757225001,0.405571517593,0.0188383128021
10.8174695473,41.276263501,-0.712,-0.237001,23.727,-0.660402042771,-0.166430368048,-0.55731046959,-0.115690247573,0.0238659799899
10.8295557021,41.2689165399,-0.496,-0.305,23.514,-0.337908588362,-0.0887762290574,-0.53153436248,-0.354465698555,0.0271377853159
10.7954573835,41.2788178661,-1.557,0.293001,23.766,-2.62382622137,-1.3172532148,-3.02598379824,2.39198454592,nan
10.819340093,41.2627172543,-0.591999,0.299,23.765,-0.985536835374,-0.239246955025,-1.51737231757,0.882371707217,0.0168048261399
10.8020198306,41.2619089763,-0.524,0.0109997,23.636,-0.652439364597,-0.164668280115,-1.05198058221,0.287980261772,0.0239385634062
10.8031240489,41.2614942626,-0.559,0.385,23.729,-1.02181698252,-0.248000555932,-1.70870611306,1.03770620461,0.0158163210659
10.7994647935,41.269656474,-0.656,0.0330009,23.596,-0.828878982173,-0.203447698248,-1.19162005696,0.387620728348,0.0206246666566
10.7959460549,41.2778178402,-0.708,-0.352999,23.544,-0.554095741315,-0.142501627036,-0.510922150644,-0.345077223745,0.0252026237382
10.7953130987,41.2674951707,-0.534,0.0410004,23.607,-0.690515075791,-0.173066795735,-1.14392942273,0.350929773683,0.0235633168611
10.7930259054,41.262633492,-0.769999,0.0109997,23.651,-0.94619729997,-0.229989641575,-1.14406539167,0.395064460885,0.0177373382077
10.7985406443,41.2700586715,-0.512001,-0.223999,23.59,-0.430833709914,-0.112985413825,-0.628010323457,-0.181989523955,0.0263968787451
10.8067742766,41.2506382955,-0.591999,0.125,23.688,-0.83277362143,-0.204310507085,-1.25185356496,0.539853290303,0.0206908541082
10.7972448346,41.264504755,-0.593,0.280001,23.747,-0.969944537577,-0.235550695888,-1.49816646027,0.845166200875,0.0171454598916
10.8128937091,41.2686795031,-0.24,0.386999,23.835,-0.641590336092,-0.162261507944,-1.46542819125,0.900427275726,0.0240454896138
10.8101256752,41.2506564694,-0.27,0.25,23.753,-0.557559908682,-0.143298800583,-1.2917518727,0.644752132104,0.0251451760313
10.8028086164,41.2614300171,-0.679998,0.098999,23.654,-0.915334197545,-0.222872810257,-1.27365941515,0.527658743762,0.0184547248973
10.805260327,41.2600125554,-0.0410004,0.318001,23.87,-0.338539753166,-0.0889476954284,-1.19712783107,0.667128670304,0.0271050187126
10.8054027252,41.2625952108,-0.621,0.0559998,23.949,-0.807192705729,-0.198658032583,-0.868472379425,0.417471784332,0.0211978563451
10.8251481469,41.2585828421,-0.525999,0.313,23.771,-0.918296819414,-0.223551009237,-1.50859145971,0.879591368162,0.0185423523973
10.7897272152,41.2553847522,-0.414999,0.243999,23.98,-0.725555481955,-0.180752646609,-1.11631542139,0.696314963623,0.0232049078472
10.7991294363,41.2592057788,-0.296,0.295,23.834,-0.628134944464,-0.159265853453,-1.3106986117,0.744698245486,0.0242037897597
10.8219057614,41.2664794892,-1.241,-0.00300026,23.826,-1.54229923969,-0.415089603413,-1.24955608804,0.675556301662,0.000400848134612
10.8431077172,41.2699403298,-0.18,0.376001,23.898,-0.560114477999,-0.143885739327,-1.35427321293,0.852273930098,0.0251043781924
10.8302880871,41.2670764004,-0.466,0.200001,23.822,-0.747975999767,-0.185662021505,-1.21023356932,0.63223407286,0.0227448301962
10.7888058483,41.2570389066,-0.150999,0.403,23.953,-0.548978155013,-0.14132129323,-1.3393306738,0.892329788787,0.0252689790127
10.8419066141,41.2685245646,-0.559,0.204,23.865,-0.862349649945,-0.210894767244,-1.21515636047,0.680156131584,0.0196091543533
10.8157142399,41.2708620852,-0.559,0.454,23.972,-1.08357582948,-0.263468689922,-1.60417883358,1.17617895565,0.0141133195158
10.7962364725,41.2538685329,-0.730999,-0.0769997,23.771,-0.822403694742,-0.20201506366,-0.833943369181,0.204943277629,0.0209050658661
10.8257594744,41.2643892635,-0.026001,0.43,23.95,-0.421241931686,-0.110575889051,-1.3361897194,0.886190482339,0.0264482720485
10.8025751102,41.2668044284,-0.735001,0.198,23.868,-1.06983675586,-0.259959796364,-1.28275365897,0.750753689489,0.0145123205749
10.7905116878,41.2552468787,-0.267,0.328001,23.958,-0.622313638803,-0.157965790817,-1.23866672371,0.796666906813,0.0242653907263
10.8066341863,41.2622659086,-0.675001,0.0310001,23.797,-0.849816604501,-0.208097240823,-0.994962029993,0.391962915003,0.0200629965462
10.8160015332,41.2829277839,-0.51,0.125999,23.927,-0.735944711078,-0.183027755907,-0.979601932241,0.506601978017,0.0226560087722
10.7993641924,41.2559311886,-0.559,-0.0460014,23.887,-0.644471050828,-0.162901281181,-0.704639962955,0.191639093204,0.0240251925929
10.8431654401,41.2707225345,-0.489,0.00900078,23.955,-0.60887584877,-0.154954540826,-0.713779287809,0.268779211515,0.0244212831884
10.824197318,41.2641820807,-0.372,0.112999,23.921,-0.559761014298,-0.143804573373,-0.899989875932,0.42098940291,0.0251268337673
10.8127293462,41.2654058978,-0.773001,-0.0690002,23.91,-0.879572154971,-0.214759385538,-0.728949564714,0.238949412126,0.0192130000539
10.8087107751,41.2758919743,-0.539,0.0269985,23.935,-0.684273289751,-0.171694252919,-0.790726391134,0.325725857076,0.0234546297662
10.798201235,41.2696174929,-0.563999,-0.012001,23.903,-0.680084421821,-0.1707723379,-0.757280942239,0.260280820168,0.0234973545452
10.8198786946,41.2683260768,-0.299999,-0.263,23.96,-0.125285135271,-0.0240417391969,-0.0482652612906,-0.391735654237,0.0292392313407
10.7769520299,41.2582171501,-1.198,-0.363998,23.981,-1.13423086301,-0.27678059775,-0.27601907459,-0.142980025141,0.0123512033013
10.7535690218,41.2900112061,-0.039999,1.122,20.667,-1.04604066854,-0.25397652133,-5.98869897316,2.25569879005,nan
10.7603427921,41.2751016419,-0.499001,2.907,23.528,-2.62221941425,-1.31505694189,-5.63258053672,4.76058041465,nan
10.7651731193,41.2989874128,-0.468,2.602,23.214,-2.62562409028,-1.31971437763,-6.02372054986,4.83772125177,nan
10.7552371092,41.2865318758,-2.411,3.031,23.949,-2.62340327747,-1.31667480617,-0.927242701313,0.47624210622,nan
10.7622954087,41.2790789108,-0.282,3.136,23.747,-2.62343472039,-1.31671779929,-5.90285481629,5.24985455689,nan
10.7454669371,41.2792149691,-1.482,1.13,22.687,-2.62299673175,-1.31611902911,-4.27128757467,2.55828784933,nan
10.7309822383,41.2908439977,-0.979,0.582998,21.366,-1.80549045157,-0.547403337716,-4.88711817733,1.85311739914,nan
10.7330148651,41.2811634296,-1.005,0.312,21.292,-1.53404595205,-0.411583901763,-4.29420375101,1.1862035679,nan
10.7517526133,41.2738681921,-1.334,1.323,22.765,-2.62092125197,-1.31328484167,-4.52047509057,2.88547448022,nan
10.7303232917,41.286704984,-0.278999,-0.00399971,21.368,-0.341744152181,-0.0898166212411,-3.1726834304,0.140683460915,nan
10.7706488131,41.262871411,-0.907999,2.255,23.418,-2.62361795516,-1.31696836729,-4.82867991731,3.84667918489,nan
10.7451423014,41.2721061843,-1.013,0.966999,21.706,-2.62354426992,-1.31686760003,-6.30508961437,3.61108898876,nan
10.8017023585,41.2835053558,-1.229,-0.0460014,21.182,-1.48018363349,-0.389548431143,-3.78119259152,0.56319179806,nan
10.7738507759,41.286225893,-0.737,2.312,23.476,-2.62397859103,-1.31746164564,-5.15489496452,4.23089479667,nan
10.7570072997,41.2761952989,-1.324,0.424,21.385,-2.37343953727,-1.01133313009,-5.36800455221,2.35300478109,nan
10.75548589,41.2878286705,-1.476,0.244001,21.315,-2.50343818511,-1.1612394081,-5.38867290307,2.30367343712,nan
10.7669686278,41.2900331822,-1.159,0.198,21.339,-1.63944543546,-0.459110973192,-4.13823032665,1.07723102855,nan
10.7545214553,41.2950523509,-1.478,1.185,22.437,-2.62470900203,-1.31846118946,-4.53409470552,2.57109498018,nan
10.7590666525,41.2972740733,-1.061,0.0569992,21.271,-1.35346493503,-0.343007761497,-3.78474921949,0.655749127935,nan
10.7600389258,41.2804947648,-0.401999,0.632999,22.026,-1.05150609256,-0.255340533479,-3.83029593676,1.45629500598,nan
10.8075052617,41.2707114513,-1.023,0.317999,22.026,-1.56673681338,-0.425678652407,-3.59314443655,1.21914350576,nan
10.7322433448,41.2806018496,-1.052,0.609999,22.217,-1.98232613365,-0.662422994494,-4.26893815506,2.08593720901,nan
10.7491973258,41.2809700519,-0.356001,0.727001,21.763,-1.07939701776,-0.262397087095,-4.2589639007,1.62196438898,nan
10.7304442719,41.2841681258,-0.847,0.453999,22.293,-1.45719476921,-0.380572588485,-3.47515016547,1.36814943305,nan
10.7470630219,41.2687346262,-0.184999,1.132,22.168,-1.2361114127,-0.305619509262,-4.58875397627,2.35675324384,nan
10.7540278972,41.297709959,-0.328001,1.909,23.377,-2.6237415489,-1.31713740114,-6.17039947506,5.14740028378,nan
10.748574397,41.2797832773,-0.487001,1.687,23.311,-2.62371183183,-1.31709675668,-5.87982969792,4.7908305219,nan
10.7344514366,41.2787937576,-0.309,0.478001,21.655,-0.803074054627,-0.197750847953,-3.85278863929,1.10778932594,nan
10.7555264135,41.296382139,-0.299,0.239,21.68,-0.58271989293,-0.149047358932,-3.35614343149,0.636143736666,nan
10.8077253596,41.2698636677,-0.372,0.364,22.367,-0.778826793184,-0.19242232996,-2.9451676995,0.912168279335,nan
10.8082496307,41.2725053044,-0.701,-0.0170002,22.358,-0.838954144983,-0.205681584305,-2.35131394581,0.309313747444,nan
10.8043610923,41.2731866245,-0.459999,0.182999,22.407,-0.726031125831,-0.180856825349,-2.58948480965,0.596484397664,nan
10.7502238685,41.2862259372,-0.466999,0.463999,21.835,-0.980257332061,-0.237991227069,-3.71580422967,1.15080331414,nan
10.7648846038,41.2952149581,-1.019,1.304,23.272,-2.62380456845,-1.31722359744,-4.7262191806,3.59821853973,nan
10.7295148385,41.2948931325,-0.943001,1.026,22.735,-2.62360917776,-1.31695636353,-5.43317962352,3.76818023387,nan
10.7486616761,41.2831808329,-0.514999,1.026,22.525,-1.58102424344,-0.432016986419,-4.26519063661,2.39019025514,nan
10.7616591615,41.2874537945,-1.195,0.282,21.983,-1.79838280217,-0.543255334593,-3.76987712067,1.3528769223,nan
10.7769677653,41.2976979068,-1.247,0.299,22.105,-1.91674926936,-0.617025353858,-3.79668101553,1.50168055776,nan
10.7578892566,41.3001921169,-1.156,0.629002,23.089,-2.29719378496,-0.931823775071,-3.86972944974,2.55873015164,nan
10.7482958935,41.2747987902,-0.376001,1.232,23.103,-1.59838372554,-0.439867909542,-4.03776699928,2.74076764015,nan
10.731181023,41.2909522531,-0.664,2.279,23.876,-2.62414928485,-1.31769517628,-4.91895509495,4.39495454564,nan
10.7327067833,41.2856743434,-0.918001,0.175001,22.745,-1.27897575163,-0.318708478436,-2.46435919822,0.80936003745,nan
10.73236357,41.2819816001,-0.386,0.627001,22.885,-1.02661354084,-0.249175100197,-2.95135372016,1.43635394904,nan
10.8079989429,41.2716639392,-0.265999,1.243,23.199,-1.45146142961,-0.378372569167,-3.85898846343,2.65798786834,nan
10.7537629661,41.2931650009,-1.43,0.207001,22.211,-2.18455202308,-0.825009464713,-3.8808195528,1.6918199953,nan
10.7777745919,41.2900315663,-1.061,0.504,22.388,-1.84874284893,-0.573405301632,-3.77823723584,1.76623772412,nan
10.7517281493,41.2824971027,-0.861,0.476999,23.229,-1.50053970862,-0.397707410055,-2.60494530663,1.43394539818,nan
10.8006074387,41.2815017089,-1.226,0.316,22.346,-1.90017390894,-0.606076667363,-3.56560039764,1.51160106902,nan
10.7618231258,41.2779561756,-1.059,0.0400009,22.294,-1.33432493439,-0.336564556832,-2.72331982088,0.61732044649,nan
10.741859207,41.2778140207,-1.147,0.240999,22.372,-1.66971135185,-0.473920768246,-3.20000024308,1.17199998368,nan
10.7832551875,41.291733954,-0.632,0.784,23.04,-1.49409944825,-0.39510427154,-3.29295755704,1.93295847257,nan
10.7590262357,41.2803962886,-0.813002,0.153002,22.363,-1.12553234079,-0.274450528496,-2.73774062824,0.700741497991,nan
10.7640989607,41.2832077652,-0.627001,0.0790005,22.281,-0.834407833283,-0.2046728117,-2.58403803435,0.465038171676,nan
10.7997860653,41.2880295068,-0.112001,0.566,22.568,-0.645025827356,-0.163024430183,-3.02712119822,1.19512199168,nan
10.7572278449,41.2936741387,-0.74,0.187,22.449,-1.06610109583,-0.259012747932,-2.68216948459,0.731168889492,nan
10.7539619008,41.2917050128,-0.988001,0.34,22.533,-1.53908006056,-0.413718023179,-3.10260262079,1.23560356683,nan
10.7506503645,41.2844856018,-0.354,0.735001,22.784,-1.08413317766,-0.263611906524,-3.25306930307,1.6370696998,nan
10.7375468387,41.2765169227,-0.462,0.608,22.562,-1.10281652539,-0.268453439717,-3.27480831772,1.43680859238,nan
10.7760229324,41.2834134667,-1.095,0.0900002,22.595,-1.43209740874,-0.371053296256,-2.56082601262,0.755825325974,nan
10.7571284522,41.2802740166,-1.431,0.730001,23.183,-2.62193587049,-1.31466970552,-3.88725978212,2.6702603467,nan
